"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000002919",250.508248733712,0.404393307409087,0.139681729833154,0,1,1
"ENSG00000002933",540.269559761662,0.361094597417133,0.146215149695352,0,1,1
"ENSG00000003056",1065.27029988478,-0.0725591500202068,0.0918656714875258,0,1,1
"ENSG00000003096",377.977300973334,-0.940974825594786,0.143624066553038,0,1,1
"ENSG00000003137",104.516320058985,-0.896562665246885,0.292667606231788,0,1,1
"ENSG00000003147",0.742897581513727,0.317169703043618,2.51415642734789,0,1,NA
"ENSG00000003249",116.350067230415,-0.280221105188735,0.193942555799293,0,1,1
"ENSG00000003393",851.094610270363,0.171899099663492,0.0953722881592217,0,1,1
"ENSG00000003400",80.1570525284788,-0.408073969599331,0.226485648837895,0,1,1
"ENSG00000003402",2546.61419680864,1.19043508628493,0.120765846897047,1.57689521647022,0.114819637407811,1
"ENSG00000003436",4469.51547111392,-0.196608503889397,0.150149430315719,0,1,1
"ENSG00000003509",290.814916945508,-0.0510787300630597,0.135481697000763,0,1,1
"ENSG00000003756",2117.46434149409,-0.188755443688856,0.0949942886131253,0,1,1
"ENSG00000003987",25.5043187098086,1.004822795809,0.37107521547651,0.0129968146829924,0.989630334161452,1
"ENSG00000003989",38.4397332377094,0.551919658876304,0.379413831102657,0,1,1
"ENSG00000004059",1225.35425318088,0.366587109377807,0.0879739411848328,0,1,1
"ENSG00000004139",84.8826514051604,-0.166302624675351,0.219940334368321,0,1,1
"ENSG00000004142",1460.11823233908,0.143570788420303,0.0865834743300472,0,1,1
"ENSG00000004399",3634.48774846585,-0.0389925283147439,0.11257501526717,0,1,1
"ENSG00000004455",1224.83873003951,0.0301402497066241,0.119887137674838,0,1,1
"ENSG00000004468",1.31744467960502,-1.03047554099806,1.62431792398659,-0.018762054243216,0.985030924817911,NA
"ENSG00000004478",466.436178170793,-0.0734344532078588,0.113455093941779,0,1,1
"ENSG00000004487",1237.79987702344,-0.299513663431123,0.0873527867444513,0,1,1
"ENSG00000004534",1285.22881396749,-0.188153703478101,0.0912757614242912,0,1,1
"ENSG00000004660",78.1202497526934,-0.564745647083237,0.268820537587872,0,1,1
"ENSG00000004700",1035.33054232716,0.368590263672889,0.101497302997903,0,1,1
"ENSG00000004766",478.92540525978,-0.0302750915255613,0.112194169337823,0,1,1
"ENSG00000004776",2774.56152530307,-0.0738369962921807,0.0892071630554357,0,1,1
"ENSG00000004777",97.1812428538078,-0.40913316733431,0.213754888258699,0,1,1
"ENSG00000004779",365.676604490797,0.104389453813592,0.127560070437155,0,1,1
"ENSG00000004799",914.379014067714,2.64493111947607,0.628564637752676,2.61696414446291,0.00887156597355064,0.532655495584374
"ENSG00000004838",12.8074400018354,-0.414533097336566,0.551881663440284,0,1,1
"ENSG00000004846",17.9991680687101,-1.69777356044753,0.556741192017142,-1.25331764642635,0.210090128881368,1
"ENSG00000004864",150.442543565193,-0.000650100124578015,0.172904987283985,0,1,1
"ENSG00000004866",412.129049598094,-0.562100192400527,0.135960002965842,0,1,1
"ENSG00000004897",1518.08560110584,0.0541776604148265,0.0876540961226553,0,1,1
"ENSG00000004961",437.433192424783,-0.146681993236459,0.132993217645786,0,1,1
"ENSG00000004975",991.984168983081,-0.320064468824553,0.0972756665534909,0,1,1
"ENSG00000005007",2261.97159931419,0.239250686881431,0.0825804580420503,0,1,1
"ENSG00000005020",755.689262420725,0.217546509113691,0.109523679212468,0,1,1
"ENSG00000005022",1118.96464020574,-0.0327820854229275,0.0942972033983594,0,1,1
"ENSG00000005059",211.730039424173,0.0870712914044198,0.154818559090059,0,1,1
"ENSG00000005075",817.882431768421,0.0569999692492862,0.108314126624685,0,1,1
"ENSG00000005100",485.155503010875,0.360874120325414,0.132018228988773,0,1,1
"ENSG00000005108",10.5601021519313,0.555718120374961,0.577235859442775,0,1,1
"ENSG00000005156",205.662658797684,-0.392659565258018,0.171480188910651,0,1,1
"ENSG00000005175",312.284958714215,-0.223494730194981,0.136608955189078,0,1,1
"ENSG00000005187",8.7344713131347,0.028187389498563,0.643579438947646,0,1,1
"ENSG00000005189",75.3292618994688,-0.366021515077354,0.266091914261248,0,1,1
"ENSG00000005194",455.353420802124,0.16637168346176,0.110145247091033,0,1,1
"ENSG00000005206",659.20081345802,0.064786896566807,0.108264196593196,0,1,1
"ENSG00000005238",703.286795125606,-0.183146138827698,0.109064535029646,0,1,1
"ENSG00000005243",1017.28736321138,-0.0976295725228144,0.0922844818353551,0,1,1
"ENSG00000005249",298.031602932061,0.607377584801453,0.180912114797409,0,1,1
"ENSG00000005302",462.126147642249,0.146100851187001,0.125061920280693,0,1,1
"ENSG00000005339",2557.11461763368,-0.101767290556948,0.101752780370383,0,1,1
"ENSG00000005379",152.234574365394,0.240447053105626,0.189006069137162,0,1,1
"ENSG00000005381",4.50323559058099,0.19181854503363,1.05520002291657,0,1,1
"ENSG00000005436",257.216416324544,0.148272753041023,0.133364666918956,0,1,1
"ENSG00000005448",232.326486404496,0.304226644729661,0.171847011423064,0,1,1
"ENSG00000005469",422.112505983788,-0.241924378016942,0.134222979638613,0,1,1
"ENSG00000005471",33.6639882396994,-1.12019853566796,0.356317666094958,-0.337335324923028,0.735864133231398,1
"ENSG00000005483",1697.34334799243,0.0853100776141432,0.0896152022090653,0,1,1
"ENSG00000005486",850.2536737929,-0.111643864830933,0.0982640701573578,0,1,1
"ENSG00000005513",4.43390657381216,-1.2947827714651,0.98594230940414,-0.298985821638237,0.764950863724965,1
"ENSG00000005700",1158.19291492422,-0.0553521875567981,0.0974247120884602,0,1,1
"ENSG00000005801",210.536598426356,-0.303739888525712,0.154586842394633,0,1,1
"ENSG00000005810",2420.4681768065,-0.0219552097169884,0.0921097577967185,0,1,1
"ENSG00000005812",1409.31948532894,0.468870985256256,0.111427498427877,0,1,1
"ENSG00000005844",0.665312578269441,-1.90010437044664,2.28013810138164,-0.394758707773544,0.693020971474127,NA
"ENSG00000005882",642.279555078437,-0.0673633275469767,0.116866091704009,0,1,1
"ENSG00000005884",1284.66402414799,0.348569465776549,0.127248770965928,0,1,1
"ENSG00000005889",786.83416691451,0.0820498506585351,0.0961754649023238,0,1,1
"ENSG00000005893",5169.76693108098,0.0669857834135275,0.074917775125073,0,1,1
"ENSG00000005955",1427.9038206891,0.107822449397775,0.10139588911383,0,1,1
"ENSG00000005961",8.38999597244232,-0.264996424512653,0.688407722879643,0,1,1
"ENSG00000006007",2204.04569096216,0.168916414042915,0.0854111460536173,0,1,1
"ENSG00000006015",372.381299543716,-0.0418146538245346,0.137680910761063,0,1,1
"ENSG00000006016",146.243029840321,0.288770970200106,0.221478950863957,0,1,1
"ENSG00000006025",160.284813182945,-0.949095972772742,0.178787979200035,0,1,1
"ENSG00000006042",3087.24374595311,-0.0318283282270499,0.0789163830142892,0,1,1
"ENSG00000006047",0.758866986375946,-1.81377209875087,2.50864239812164,-0.324387445321097,0.745644723492151,NA
"ENSG00000006062",196.878532478252,-0.698311187223059,0.196420575051994,0,1,1
"ENSG00000006114",995.873717984987,-0.513271573161311,0.095481969974866,0,1,1
"ENSG00000006118",433.935954113551,-0.502496503570204,0.119172198513535,0,1,1
"ENSG00000006125",6741.65389743156,0.0416743371222053,0.104631101001399,0,1,1
"ENSG00000006194",552.268975737327,0.101178902117012,0.12255147062736,0,1,1
"ENSG00000006210",9.60940043226282,1.31047741349153,0.666276288286063,0.46598898827723,0.641223382648208,1
"ENSG00000006282",1369.86568384903,-0.109042500968356,0.0880253692138107,0,1,1
"ENSG00000006283",62.9602514242751,-1.46654047973971,0.285934028251042,-1.63163678906415,0.102756023380426,1
"ENSG00000006327",558.91809892608,-0.256814171202167,0.211186270628974,0,1,1
"ENSG00000006432",5.14267439121793,-0.115032608007415,0.832404499513437,0,1,1
"ENSG00000006451",1095.51669885864,-0.557712124012997,0.117374052271029,0,1,1
"ENSG00000006453",151.89797816819,-0.208556717294963,0.166443961861587,0,1,1
"ENSG00000006459",395.717246094476,-0.00773998449210743,0.1867686929706,0,1,1
"ENSG00000006468",199.74693010171,-0.263961001320158,0.210284236632105,0,1,1
"ENSG00000006530",309.169939675899,0.00438824642130306,0.125576074506545,0,1,1
"ENSG00000006534",1142.48962342155,0.449242636491773,0.117411130177338,0,1,1
"ENSG00000006576",1070.42524442213,-0.430200281853761,0.0965193726247027,0,1,1
"ENSG00000006606",4.02532897537531,-0.183887290532387,0.933376091278002,0,1,1
"ENSG00000006607",877.94200094218,0.597965460043114,0.115773909656042,0,1,1
"ENSG00000006625",194.197432235626,-0.163216612428556,0.159877951625416,0,1,1
"ENSG00000006634",85.4649973959592,-0.358302491999738,0.207691350277469,0,1,1
"ENSG00000006638",65.7531749722519,-0.644352667848381,0.241434145989255,0,1,1
"ENSG00000006652",1074.50656288024,-0.0435924738861358,0.0942890870632961,0,1,1
"ENSG00000006695",184.225545439981,0.22444157686594,0.166239961804943,0,1,1
"ENSG00000006704",281.023644966221,-0.223651108403192,0.151960528690375,0,1,1
"ENSG00000006712",1101.21213833867,-0.20233239616539,0.101027804290885,0,1,1
"ENSG00000006715",2215.88471308054,-0.0629367055955192,0.0858969706699539,0,1,1
"ENSG00000006740",35.5877443492142,-0.0478991530183316,0.320328457243644,0,1,1
"ENSG00000006744",923.846609000017,0.164813601987789,0.106373545418705,0,1,1
"ENSG00000006747",1.9072849127083,-0.115375678984931,1.29330934650223,0,1,NA
"ENSG00000006756",438.655324301586,-0.00446783728664375,0.131086404693846,0,1,1
"ENSG00000006757",148.00765660176,0.01615834840628,0.183675407426698,0,1,1
"ENSG00000006788",10.2533800835302,3.20629240344008,0.904143732560249,2.44020095919103,0.0146790935736999,0.812568437043566
"ENSG00000006831",1093.98214371166,0.242211934533393,0.0927290408917625,0,1,1
"ENSG00000006837",11.657378739661,-0.742287999346038,0.547852548493544,0,1,1
"ENSG00000007001",1.7952221831283,-1.77944710116756,1.57303815424906,-0.495504256563725,0.620244218122617,NA
"ENSG00000007038",1.69023585390461,-0.158881320512019,1.67475295018595,0,1,NA
"ENSG00000007047",781.530450204528,0.0904958174357124,0.102707778442534,0,1,1
"ENSG00000007080",649.490133090773,0.240728959734321,0.114133060621469,0,1,1
"ENSG00000007168",3290.37386167742,0.106979302181889,0.0759855081224078,0,1,1
"ENSG00000007171",1.48106019213459,0.262394370171964,1.78025355239478,0,1,NA
"ENSG00000007174",0.68284653274241,-0.821061566145411,2.28041095571424,0,1,NA
"ENSG00000007202",4253.63112393954,-0.00645941359865235,0.0877249483318928,0,1,1
"ENSG00000007237",427.013218754781,-1.40494475683155,0.19031484483564,-2.12776232553621,0.0333567944739253,1
"ENSG00000007255",128.956657198718,0.258987595371357,0.21430087381006,0,1,1
"ENSG00000007312",2.07843634349203,0.848645000534533,1.62227145056028,0,1,NA
"ENSG00000007314",0.779888192278321,-0.78892875629659,2.20999700324534,0,1,NA
"ENSG00000007341",154.038241290885,0.125256651071027,0.186854213269354,0,1,1
"ENSG00000007372",32.2126979562145,0.305076039589944,0.335590934997736,0,1,1
"ENSG00000007376",251.001804971442,0.108089755893085,0.13710745177956,0,1,1
"ENSG00000007384",1827.5221657786,0.063517477470164,0.098244870616705,0,1,1
"ENSG00000007392",669.426352603154,-0.173414783939513,0.101713799692524,0,1,1
"ENSG00000007402",17.9101493865711,0.343883750201677,0.520699798804255,0,1,1
"ENSG00000007516",8.15295893729158,0.366033308428661,0.637849315179014,0,1,1
"ENSG00000007520",451.968409198854,0.104257041192679,0.125966786560697,0,1,1
"ENSG00000007541",647.054653224197,0.162626361857002,0.129112764229702,0,1,1
"ENSG00000007545",210.745140862408,0.0933835471025947,0.148086284711164,0,1,1
"ENSG00000007866",1619.47548903829,0.595622340125524,0.0854120099706159,0,1,1
"ENSG00000007923",614.137243210657,0.0323529708953318,0.102174806849761,0,1,1
"ENSG00000007933",858.947187134284,0.245472506346507,0.113129379716662,0,1,1
"ENSG00000007944",339.643688264593,-0.497629900415424,0.123613227913313,0,1,1
"ENSG00000007952",9.80894225185178,0.637013867305615,0.58659046446195,0,1,1
"ENSG00000007968",1.33782134942993,1.9069538464858,1.78744467860955,0.507402470878888,0.611872452362094,NA
"ENSG00000008018",1520.21566072976,0.0434131571132611,0.0836746218347973,0,1,1
"ENSG00000008056",18.0527069639333,0.704337014944167,0.471360124236003,0,1,1
"ENSG00000008083",301.247719397731,0.441546612943155,0.145935918319471,0,1,1
"ENSG00000008086",102.483271328295,-0.241064415762843,0.234923954268886,0,1,1
"ENSG00000008118",5.82700545659315,-0.372381782092878,0.817266168266325,0,1,1
"ENSG00000008128",22.3078401199844,-0.207243638732837,0.393854169610132,0,1,1
"ENSG00000008130",1664.47375702091,0.776178905317358,0.124674644472888,0,1,1
"ENSG00000008226",5.99640848503114,-0.271211841084286,0.818450867814164,0,1,1
"ENSG00000008256",3716.57738197619,1.18340064610029,0.103262660878886,1.77605965737605,0.0757230847221077,1
"ENSG00000008277",18.0656295809528,-0.281471469587574,0.434900175708093,0,1,1
"ENSG00000008282",1964.62740873393,0.279886460356327,0.106540968156657,0,1,1
"ENSG00000008283",521.101872399896,0.00766575759027868,0.111290146847689,0,1,1
"ENSG00000008294",2902.43641647337,-0.0311358927927868,0.078719226635609,0,1,1
"ENSG00000008300",87.3157793402246,0.263836033448784,0.215928626504808,0,1,1
"ENSG00000008311",721.942089206498,1.09570766068455,0.107682726448434,0.888793066828466,0.374114302673688,1
"ENSG00000008323",7.71779643510705,0.502596416278351,0.666281089097079,0,1,1
"ENSG00000008324",121.814743206551,0.538537866840457,0.214307144943522,0,1,1
"ENSG00000008382",82.4606191703064,0.0631497277090015,0.213997182359103,0,1,1
"ENSG00000008394",3589.94313911191,0.10549095001852,0.0930073389351612,0,1,1
"ENSG00000008405",268.061536782411,0.0888505290717512,0.160674184880412,0,1,1
"ENSG00000008438",1.72194679779691,2.46726397339889,1.651115835292,0.888649931177849,0.374191247489112,NA
"ENSG00000008441",10802.2649474509,-0.326406063140185,0.069242488937083,0,1,1
"ENSG00000008513",1568.49022726857,-0.595128624144341,0.0968791322510326,0,1,1
"ENSG00000008516",2.57587993586123,-0.891038237568192,1.18640322031536,0,1,NA
"ENSG00000008517",182.662530647809,-0.749013826453124,0.192187448822788,0,1,1
"ENSG00000008710",5426.4748906373,0.480378186433404,0.129520033683431,0,1,1
"ENSG00000008735",17.3522903576922,0.377155453062015,0.475260214527084,0,1,1
"ENSG00000008838",1151.34323611706,-0.0257011748206446,0.0950023992819062,0,1,1
"ENSG00000008853",558.505610561996,0.547696359847584,0.119337447194572,0,1,1
"ENSG00000008869",708.050590202373,0.0420648449430016,0.0975345983071865,0,1,1
"ENSG00000008952",5081.77180033339,0.173173093924175,0.0804806911362292,0,1,1
"ENSG00000008988",10815.3578041237,-0.0375285117759215,0.0730267493066494,0,1,1
"ENSG00000009307",15779.7442149305,0.00918435021012441,0.0777796436994941,0,1,1
"ENSG00000009335",2101.66872676796,0.207643481758114,0.0801505138815048,0,1,1
"ENSG00000009413",7584.98097699963,1.09556121944911,0.126310346940512,0.756558918281796,0.449314161507766,1
"ENSG00000009694",4.48406967263446,-0.905661433599396,1.0954063930272,0,1,1
"ENSG00000009724",39.2836247335801,-0.399335819365745,0.299499909409899,0,1,1
"ENSG00000009765",1.04124208369112,3.52977047295342,2.16360408267801,1.16923909194245,0.24230731516847,NA
"ENSG00000009780",174.392845904975,0.566356114405311,0.179564204994252,0,1,1
"ENSG00000009790",11.833414576944,-0.219804301455172,0.524681983399542,0,1,1
"ENSG00000009830",419.188921048647,0.0852889189783796,0.120984154499122,0,1,1
"ENSG00000009844",843.598536089997,-0.0556351734120663,0.0986020818634567,0,1,1
"ENSG00000009950",2.45381787341781,2.08346310204248,1.50022189650801,0.722201898642062,0.470170356192811,NA
"ENSG00000009954",2940.50155475979,-0.0406057817985617,0.0909526173355438,0,1,1
"ENSG00000010017",1856.34455429236,0.720838403105129,0.124622485381959,0,1,1
"ENSG00000010030",14.6965802388022,-0.846977932599921,0.485818258689475,0,1,1
"ENSG00000010072",170.187800198915,-0.0635438405214292,0.159145711826237,0,1,1
"ENSG00000010165",906.031550770083,-0.0285937336699222,0.103624972530147,0,1,1
"ENSG00000010219",186.523238144702,-0.23997022829037,0.151042255932419,0,1,1
"ENSG00000010244",2027.73203574384,0.120496543519714,0.0790620171435467,0,1,1
"ENSG00000010256",1795.21830004503,0.472144468607898,0.0930762626017654,0,1,1
"ENSG00000010270",769.136583289272,0.0491718692439623,0.105670846027705,0,1,1
"ENSG00000010278",3881.37270015337,0.569701756411214,0.0963076892842327,0,1,1
"ENSG00000010292",1191.10401364073,0.0292508395823779,0.105893388567268,0,1,1
"ENSG00000010295",1202.57850824106,-0.0735909392857667,0.0980435431157719,0,1,1
"ENSG00000010310",14.3214814643564,-1.12696933633711,0.501686352755654,-0.253085091192328,0.800202459433329,1
"ENSG00000010318",73.7047579083359,-0.034863091447841,0.247950331036149,0,1,1
"ENSG00000010319",0.645106636950718,0.128232604379085,2.67042894415495,0,1,NA
"ENSG00000010322",2566.22703092151,-0.264447728112581,0.0811498488044886,0,1,1
"ENSG00000010361",182.848854948412,0.155161608373311,0.16112396468431,0,1,1
"ENSG00000010379",0.749948574695104,0.344165491445914,2.84201521000383,0,1,NA
"ENSG00000010404",1950.01670805062,0.19074719898949,0.090873610466247,0,1,1
"ENSG00000010438",14.2762232140246,0.0899767554473667,0.531773272527069,0,1,1
"ENSG00000010539",121.107502909609,-0.126636438689836,0.18570376724249,0,1,1
"ENSG00000010610",57.9785988069796,-0.256250914463742,0.264603061588134,0,1,1
"ENSG00000010626",142.741367525961,-0.239904598335938,0.173030855361376,0,1,1
"ENSG00000010704",456.552951543409,-0.15766216813222,0.135177732779692,0,1,1
"ENSG00000010803",762.80399887983,-0.00473039968365555,0.10106941849165,0,1,1
"ENSG00000010810",1682.50259792473,0.0575261164599008,0.0906210464080267,0,1,1
"ENSG00000010818",1411.20251251096,-0.355735036856385,0.0927492391010733,0,1,1
"ENSG00000010932",32.3997251153151,0.958713030791816,0.519748558543375,0,1,1
"ENSG00000011007",1099.66572942531,0.180714399239963,0.0942563555609417,0,1,1
"ENSG00000011009",464.100482019969,0.214833502603685,0.113258976943807,0,1,1
"ENSG00000011021",619.873855644388,0.0911783368333501,0.112179595617959,0,1,1
"ENSG00000011028",16641.6096256775,-0.220447826738056,0.0786154377347487,0,1,1
"ENSG00000011105",3557.52000705543,0.289197972165122,0.0880405330698603,0,1,1
"ENSG00000011114",1187.59283600845,0.0618940702401917,0.0938673570022842,0,1,1
"ENSG00000011132",190.845219946269,0.100411391239253,0.157364236053485,0,1,1
"ENSG00000011143",143.301466278762,-0.304304940581706,0.168197830552829,0,1,1
"ENSG00000011198",1159.4037990956,1.12506198071164,0.177359099872147,0.705134277304048,0.480726676917664,1
"ENSG00000011243",656.996729435387,-0.184743974053522,0.115232713387419,0,1,1
"ENSG00000011258",368.764051351039,-0.304602724025101,0.131637257427214,0,1,1
"ENSG00000011260",408.796937572679,0.249834453981465,0.121993744046998,0,1,1
"ENSG00000011275",1718.88071322977,0.0112976566169851,0.0811605380120179,0,1,1
"ENSG00000011295",406.559607386511,0.129264479609866,0.128894041245352,0,1,1
"ENSG00000011304",3588.89945478115,0.351079171246781,0.0782601204003879,0,1,1
"ENSG00000011332",11.0688879618907,0.191589628608923,0.562093010586415,0,1,1
"ENSG00000011347",148.300234191735,-0.913774084908344,0.198316537055129,0,1,1
"ENSG00000011376",427.243723696181,0.0337442636178076,0.11740746578244,0,1,1
"ENSG00000011405",1505.09910521099,0.356133483303653,0.0846064259314915,0,1,1
"ENSG00000011422",388.023497429206,0.0501309186674434,0.15077323407336,0,1,1
"ENSG00000011426",225.470528744692,-0.0157358742599544,0.139611093434039,0,1,1
"ENSG00000011451",1524.24186308084,0.0747190966805081,0.0963014683334935,0,1,1
"ENSG00000011454",2319.16725007544,0.427412144238407,0.112316800262823,0,1,1
"ENSG00000011465",298132.488994825,-0.0962316178294692,0.074392311438657,0,1,1
"ENSG00000011478",141.609713043936,0.685910865837217,0.174149480623808,0,1,1
"ENSG00000011485",966.624110056938,0.548603620970569,0.10567370530192,0,1,1
"ENSG00000011523",823.70309609704,0.158814504247442,0.121118311654646,0,1,1
"ENSG00000011566",1396.12427396555,0.808151620779019,0.102003868521429,0,1,1
"ENSG00000011590",2.77386041054383,0.4884833246263,1.30830336217831,0,1,NA
"ENSG00000011600",1.79500328057653,0.429040645831693,1.59008250994219,0,1,NA
"ENSG00000011638",890.713307306334,0.110229646166382,0.121679815570187,0,1,1
"ENSG00000012048",221.111604295128,-1.21038732917812,0.169710335147143,-1.23968483708263,0.21509198767425,1
"ENSG00000012061",835.876138442591,0.0126155530703237,0.125359176974342,0,1,1
"ENSG00000012171",1267.55265196041,-0.733401924771745,0.106306124560241,0,1,1
"ENSG00000012174",722.883225571416,0.115354968339323,0.104746607506886,0,1,1
"ENSG00000012211",122.343091113694,0.167247344586587,0.184546173170422,0,1,1
"ENSG00000012223",0.968507666974511,0.82267432965827,2.55588860998494,0,1,NA
"ENSG00000012232",1258.03486369746,0.0911658065156247,0.0913910321296139,0,1,1
"ENSG00000012660",2382.65562280394,0.403369505507897,0.118088718876566,0,1,1
"ENSG00000012817",795.805940550873,-0.121057405348234,0.126491380751151,0,1,1
"ENSG00000012822",6054.74994366009,0.411278743878534,0.108394359005488,0,1,1
"ENSG00000012963",538.458987386052,-0.127051008679862,0.121328355466076,0,1,1
"ENSG00000012983",1882.41915885859,-0.0998046962444113,0.0807200055881879,0,1,1
"ENSG00000013016",1955.99043126508,0.460091673115446,0.152017449051648,0,1,1
"ENSG00000013275",936.443520839593,0.136611305806185,0.0936765010555446,0,1,1
"ENSG00000013288",3145.63758130655,0.0756469954719231,0.0985854916794893,0,1,1
"ENSG00000013293",244.497326184804,-2.88291460750624,0.218573973327893,-8.61454169880326,7.0221923298297e-18,3.2801362897733e-15
"ENSG00000013297",3431.57264316715,-1.7743403252478,0.173520756241317,-4.46252276684937,8.10003192138349e-06,0.000951778597486245
"ENSG00000013306",974.958335977811,-0.0172197166452252,0.0986426679988777,0,1,1
"ENSG00000013364",7746.69997809325,0.138886233304807,0.0747041553353785,0,1,1
"ENSG00000013374",1248.85079602612,0.170685954692891,0.0987181026375309,0,1,1
"ENSG00000013375",997.200227051774,-0.287121741496292,0.109305202219318,0,1,1
"ENSG00000013392",250.82308090398,-0.275492695955948,0.142654509528538,0,1,1
"ENSG00000013441",2667.77764239305,0.262749392084482,0.136260632842405,0,1,1
"ENSG00000013503",254.503681749256,0.0978457537631094,0.136223357350764,0,1,1
"ENSG00000013523",345.192888791628,-0.309426562587056,0.130888703348151,0,1,1
"ENSG00000013561",887.466394445014,0.31483035821919,0.109828950095884,0,1,1
"ENSG00000013563",172.574282966221,-0.00851480056880777,0.165225304291075,0,1,1
"ENSG00000013573",214.780152269764,-0.505930471358211,0.15598139225026,0,1,1
"ENSG00000013583",1388.11952782407,0.388814887369306,0.120190669864563,0,1,1
"ENSG00000013588",581.615793220492,-0.150776675583213,0.163589032283477,0,1,1
"ENSG00000013619",1098.19724233404,0.359652791327174,0.119856870020148,0,1,1
"ENSG00000013810",70.2187132182814,0.146149482967525,0.24454215572253,0,1,1
"ENSG00000014123",880.488479270964,-0.108651577711956,0.109117752952912,0,1,1
"ENSG00000014138",159.595172137589,-0.208090829142458,0.161781084896927,0,1,1
"ENSG00000014164",451.122711679701,0.0198352696086456,0.123607264791757,0,1,1
"ENSG00000014216",3449.7740320896,0.26827898744707,0.0856488858205963,0,1,1
"ENSG00000014257",15.5298627355752,-0.657501034506507,0.564466683270863,0,1,1
"ENSG00000014641",1490.19350685839,-0.0715637531387007,0.0844515983974488,0,1,1
"ENSG00000014824",1311.11576609646,0.130695648406126,0.0950432025493718,0,1,1
"ENSG00000014914",567.315945322154,-0.44720991793889,0.120930242147448,0,1,1
"ENSG00000014919",629.974980506461,-0.084589370039076,0.102608286371476,0,1,1
"ENSG00000015133",5.65228956026889,0.401880166514005,0.845380671869874,0,1,1
"ENSG00000015153",229.952642021836,0.399668447061694,0.173423524477753,0,1,1
"ENSG00000015171",2166.73366522052,-0.0304188810554505,0.0804052183322437,0,1,1
"ENSG00000015285",4.77059191506858,-1.41628044949725,0.901601823769532,-0.46171207568859,0.644287810200352,1
"ENSG00000015413",1.4879781150815,4.01132229795331,1.92241064272988,1.56643030943542,0.117247911871348,NA
"ENSG00000015475",325.221148588979,0.00427428176130335,0.125744797384071,0,1,1
"ENSG00000015479",6854.86198394079,-0.146809229259121,0.0786811798090355,0,1,1
"ENSG00000015520",17.5128244945455,-2.82206963977039,0.612283748039331,-2.97585824481714,0.00292169879348717,0.210373296961127
"ENSG00000015532",670.776700803205,0.0459780122190772,0.105570669071866,0,1,1
"ENSG00000015568",1188.51869292231,-0.208451951416243,0.093950823990411,0,1,1
"ENSG00000015592",0.82296317663053,2.29526916948157,2.16319585738679,0.598775725766365,0.549322451631967,NA
"ENSG00000015676",1601.51294033391,0.0285568634755956,0.0909906119047637,0,1,1
"ENSG00000016391",92.1114413835648,-2.00741668847644,0.263412802449479,-3.82447883743106,0.000131049001401159,0.0128717001222379
"ENSG00000016402",10.3645692925313,-1.13358813872139,0.632916161742232,-0.211067668668249,0.832834468552035,1
"ENSG00000016864",1565.0669974347,0.0819509364384367,0.0900001486304682,0,1,1
"ENSG00000017260",2757.03402039632,-0.149939664492714,0.0925844210238292,0,1,1
"ENSG00000017373",0.716849585682217,1.06562001588854,2.21336240877021,0.0296472080796756,0.976348415240517,NA
